5.783805333333333909e-01,5.419995809523807662e-01,5.358899672955974580e-01,5.044070891089109665e-01,4.779099450980393016e-01,5.442899938080496547e-01,4.959609877750612017e-01,4.733999458413927219e-01,4.629816488549619025e-01,5.732261449275364296e-01,5.551572213740458839e-01,5.520820377358491848e-01,5.587904630071598433e-01,5.261575094339623337e-01,5.170059328859061276e-01,5.154434977895668846e-01,5.229730030295968168e-01,5.100598467207074771e-01,5.087504887853189217e-01,5.284728221070812415e-01,5.215542339553937978e-01,5.167778396430113830e-01,5.123837098150783032e-01,5.193291269962660994e-01,5.282707746914678815e-01,5.204645997075694197e-01,5.200632167881914514e-01,5.142267455446588587e-01,5.162483254779902664e-01,5.222870509837524988e-01,5.138566317581360066e-01,5.161109984206986301e-01,5.163784474772810107e-01,5.193680569110926681e-01,5.159397797119152917e-01,5.197383044916420447e-01,5.177037807612527853e-01,5.169799363339716569e-01,5.178510231734348990e-01,5.174723146227577786e-01,5.175459902551559077e-01,5.177053270318661138e-01,5.166795518157433209e-01,5.159976578509968270e-01,5.168491380066906338e-01,5.171261459480170908e-01,5.163820790296806962e-01,5.168399277625285171e-01,5.170094720188090909e-01,5.169554600000000333e-01
1.909741333333333235e-01,3.129889142857142925e-01,3.184356578616353017e-01,1.108355194719471692e-01,2.826158274509804613e-01,2.199486092879257559e-01,1.478298790546047348e-01,1.661289423597679393e-01,1.533633282442748713e-01,1.458298086956522632e-01,1.366457709923664665e-01,1.543050616352202031e-01,1.389204843277645762e-01,1.511575094339622782e-01,1.355438442953020572e-01,1.336574677276747281e-01,1.388667340946167228e-01,1.350216534512405642e-01,1.426858223128460446e-01,1.523761036269430658e-01,1.385046208466090278e-01,1.307119119044192201e-01,1.286909644381223627e-01,1.380434191371632258e-01,1.380157688231320456e-01,1.443258076706783188e-01,1.365268483016184031e-01,1.371414349889275852e-01,1.400811400622499481e-01,1.458509701743401499e-01,1.366099994267798989e-01,1.409801910542868297e-01,1.408499630630924704e-01,1.403788082147685856e-01,1.401694330941111177e-01,1.412846655452987543e-01,1.417350351357199445e-01,1.419902488622682701e-01,1.412386929970622651e-01,1.419770023110906998e-01,1.423491046278066718e-01,1.403396399358760871e-01,1.407769632687056183e-01,1.405618257867458643e-01,1.411239878452871244e-01,1.404752179453020722e-01,1.410474126902959424e-01,1.404167932260692864e-01,1.406929758904676420e-01,1.402941800000000738e-01
3.198386666666667155e-01,1.748936761904761883e-01,2.072726289308176872e-01,2.177662125412540839e-01,1.436497411764705856e-01,1.143115946336429600e-01,2.228734285248574198e-01,1.324732363636364485e-01,1.232336753180661854e-01,1.458298086956522077e-01,1.374321486005089243e-01,1.131662037735849113e-01,9.163590326173430556e-02,8.420733081761004601e-02,7.578197941834459439e-02,8.355433916887715362e-02,8.328754801522571249e-02,6.118230194055519766e-02,8.719499796096713551e-02,8.108076683937830154e-02,8.596024214838419997e-02,6.891545300129560403e-02,7.447759317211959107e-02,7.677210688739942446e-02,8.509404886723342942e-02,7.884948329771684916e-02,8.000008322959283047e-02,8.173702710112838721e-02,8.542351445086715511e-02,7.950288330092616929e-02,7.572359256203373135e-02,8.654784695881456713e-02,7.655564040259286995e-02,7.723067198866936933e-02,7.867403939532761903e-02,7.926443263341741152e-02,8.149910024051623680e-02,8.033340285262983993e-02,8.200882525002925472e-02,8.120443773418799249e-02,8.148907241015855563e-02,8.158125346612365991e-02,8.098632807322959926e-02,8.007001827888260426e-02,8.078411301189482308e-02,8.071170487279179240e-02,8.040151925212982165e-02,8.112090075194976213e-02,8.060458527584539457e-02,8.138174000000006347e-02
1.729741333333333353e-01,2.346301333333333239e-01,2.220515169811320688e-01,1.806302864686468723e-01,2.201916078431373214e-01,1.904725853457172324e-01,1.271785199674002331e-01,1.049835940683430530e-01,1.440485312977100030e-01,1.272690202898551226e-01,1.252299175572519352e-01,1.027511094339623177e-01,8.921757008751002305e-02,7.058999245283019419e-02,6.593857897091724707e-02,5.826698284703810127e-02,6.028818016002492064e-02,5.832539091132404874e-02,6.709595921934174978e-02,6.146268324697758828e-02,6.820876285844343356e-02,5.610501872271013435e-02,7.557005405405410603e-02,5.427976406795936154e-02,5.289288942632575097e-02,5.595554560791816956e-02,6.566165178730219709e-02,5.581695961193724326e-02,5.666073099155182619e-02,5.607738153775177620e-02,5.650508276083700265e-02,5.696684252303731155e-02,5.547163662421424057e-02,5.538299285392399990e-02,5.580235415076102712e-02,5.811725711250440712e-02,5.689646092566915531e-02,5.648379472870514173e-02,5.550838511385213642e-02,5.573904906744091281e-02,5.540421271602734288e-02,5.669788280135778374e-02,5.564501351170077909e-02,5.594621752599149289e-02,5.641654237136694422e-02,5.670226935306646454e-02,5.685810424603784247e-02,5.589710848147633193e-02,5.642508106621741543e-02,5.606684000000011076e-02
2.892967999999999651e-01,3.064979428571429354e-01,1.950873408805031961e-01,1.984520686468646267e-01,1.678030274509804132e-01,2.007418641898864875e-01,1.883383647921760551e-01,1.689950591876208663e-01,1.692890483460560147e-01,9.524506666666672505e-02,8.400854351145040089e-02,1.095435622641510454e-01,8.605403532219577101e-02,6.488318490566036267e-02,5.699003310961974628e-02,7.915311264367821953e-02,4.169111653849147392e-02,6.108883969540663400e-02,4.779385781143805773e-02,4.674765734024184660e-02,4.936488484296772117e-02,4.934035959886765021e-02,4.236313210052165823e-02,4.492182122452660631e-02,4.826223893018467825e-02,4.323481678101454700e-02,4.047936475191191152e-02,4.127514794896136596e-02,3.746053090262346785e-02,4.580153537883532161e-02,4.080927161083563320e-02,3.879800832223246482e-02,4.754681332855613396e-02,4.259473559518452829e-02,4.230614607828173113e-02,4.240254599888940851e-02,4.278617981445900775e-02,4.183899844725192524e-02,4.261372083700114971e-02,4.202028940514320604e-02,4.292733186166307335e-02,4.352153583981310803e-02,4.203303814736341487e-02,4.229024855234517905e-02,4.201347947694338697e-02,4.291648974401704453e-02,4.261935747948134012e-02,4.271420668609865468e-02,4.237448710916451311e-02,4.319570000000012150e-02
3.167031999999999625e-01,2.606079619047619311e-01,2.542847144654088454e-01,1.639241689768976828e-01,1.663146196078431061e-01,9.485951124870996287e-02,1.325926435207823717e-01,7.587921547388788712e-02,1.067451256997455356e-01,1.042205101449275306e-01,8.819550737913488259e-02,9.137566289308177159e-02,5.347646968973753662e-02,5.970998238993707741e-02,6.833878657718124583e-02,5.555554305923959824e-02,2.910663739610037243e-02,5.030734758044710236e-02,3.330850148558113510e-02,5.597143074265978346e-02,3.210385568199063122e-02,3.423861407801940399e-02,3.395412233285922954e-02,3.884047305171928893e-02,3.366608713589652052e-02,3.685607039328169660e-02,3.838528685754944575e-02,4.104315385426558077e-02,3.119941485104497925e-02,2.922440061958281668e-02,3.435793887388292195e-02,3.164995223642836503e-02,3.395442220123125882e-02,3.506753544067478523e-02,3.514372942433962449e-02,3.447678163102708276e-02,3.462644654560269319e-02,3.262714390252908353e-02,3.494182909989507202e-02,3.448141748987267052e-02,3.319939200127283024e-02,3.471503014706996126e-02,3.535027021433199274e-02,3.487763301943084399e-02,3.424435686371893328e-02,3.449255479135972247e-02,3.508443993165939745e-02,3.416808011261730088e-02,3.465444308714236976e-02,3.444068000000009844e-02
3.041613333333332281e-01,2.138534476190476208e-01,1.570360402515723619e-01,2.578580092409241131e-01,2.321969725490196645e-01,2.023541110423116574e-01,1.710748381418093211e-01,1.338154558349452516e-01,1.297452437659032953e-01,8.869816811594202766e-02,9.756967124681933945e-02,8.451452075471703462e-02,8.993356054097058350e-02,6.508734088050313615e-02,7.191820492170025725e-02,6.019252413793108741e-02,4.463202193738834145e-02,2.655876374355193789e-02,3.946406719098942417e-02,4.681479101899834599e-02,4.048886287361559699e-02,3.532077028933353069e-02,3.880191749644389121e-02,3.048361592514287066e-02,3.142218073526105437e-02,2.475956831252583076e-02,2.624763791570343049e-02,3.124650401771598279e-02,2.952367007558925893e-02,2.645712430983537464e-02,2.530627088996785512e-02,3.081360907480400896e-02,3.093171935767571878e-02,2.726736805510857412e-02,2.486633338423174452e-02,2.850348521162471976e-02,2.729897552843567679e-02,2.781999656584432934e-02,2.957587973146396862e-02,2.912597594579164131e-02,2.891016900344053897e-02,2.862272378517807109e-02,2.836419212957815711e-02,2.973130736638400148e-02,2.796724922179603598e-02,2.826655535804382252e-02,2.852048123960259154e-02,2.923929863399247694e-02,2.867800202806895446e-02,2.859326000000001616e-02
3.195677333333333259e-01,1.948058285714285021e-01,2.321922867924529066e-01,2.017990627062705988e-01,1.848974901960785400e-01,1.647117316821465893e-01,1.592254350448248090e-01,6.454631644100583543e-02,6.369169058524176696e-02,7.434531014492752610e-02,7.075093944020358072e-02,7.817489811320758875e-02,7.999732760540970156e-02,7.491413836477985033e-02,6.789135928411633991e-02,5.960310026525203475e-02,4.575064230560089984e-02,3.762963458609679818e-02,3.819172727449269417e-02,4.143009188255615538e-02,2.423802020937644922e-02,3.159424461398208095e-02,3.386242086296826354e-02,2.867516750191194744e-02,3.353478165285540130e-02,2.599115081168222249e-02,3.003565143162020487e-02,2.404431382473908377e-02,2.669741396176085468e-02,2.629786072570287556e-02,2.227341495062499024e-02,2.062505420437538498e-02,2.636183564053295666e-02,2.183892538466502067e-02,2.154165277141551621e-02,2.513294285047449825e-02,2.202543612323593081e-02,2.401693735013306005e-02,2.432765353328605537e-02,2.329699665127692859e-02,2.580922037269066036e-02,2.578077430479358903e-02,2.470520265582851205e-02,2.602155987114123867e-02,2.573845352062254649e-02,2.462119514126029710e-02,2.436673940959344087e-02,2.506021106235281973e-02,2.445351197659819883e-02,2.465936000000003639e-02
2.895677333333332437e-01,2.424248761904761462e-01,1.561715069182390003e-01,1.713571247524752206e-01,1.166621960784313822e-01,1.705298253869969027e-01,1.504234790546047085e-01,8.266078710509355831e-02,1.173291541984732705e-01,1.117466782608695919e-01,7.198564274809167440e-02,8.263451069182391195e-02,6.162272649164682314e-02,5.505638742138360686e-02,6.802410917225951148e-02,3.292070663129971486e-02,3.289556193583469124e-02,3.558872434291335957e-02,5.749382868239637928e-02,3.735800069084627834e-02,2.382865301168262881e-02,2.366106106232907999e-02,2.466820483641539441e-02,1.487998398488471138e-02,2.235620343564397039e-02,2.541753704495187949e-02,2.142526779299309958e-02,1.738995752399034173e-02,2.122023986957172897e-02,1.726332458447310536e-02,2.263298034549552501e-02,1.971252998246750612e-02,2.091250174261429992e-02,2.442953891714418763e-02,2.122201109584166343e-02,2.124088390622368150e-02,2.197835094997523803e-02,2.265467751466402821e-02,2.117855872901404368e-02,2.127204106509319667e-02,2.198188310164472803e-02,2.163773868608648288e-02,2.121278515064770401e-02,2.051897659387415945e-02,2.170606987405971147e-02,2.240974520564570360e-02,2.164970586272419589e-02,2.176914120307160694e-02,2.153397308716896788e-02,2.136800000000003627e-02
2.358386666666666409e-01,2.796555809523808556e-01,1.817220679245283299e-01,1.702414600660066002e-01,1.913324392156863230e-01,1.375839694530443524e-01,1.358670141809291132e-01,1.132890630560928064e-01,8.827002340966919047e-02,1.001524753623188463e-01,6.484641832061070754e-02,6.070659119496857326e-02,5.818882991249008790e-02,6.428471446540875989e-02,6.204448322147659151e-02,5.184201520778074224e-02,4.700909021983998987e-02,3.925355244411699723e-02,3.186138731915717781e-02,3.417815682210707112e-02,3.783894899104840726e-02,2.366361456743919581e-02,3.386242086296829823e-02,1.921984839024109062e-02,2.226430769522595027e-02,1.694678750796686090e-02,1.786443872191598170e-02,1.989988374986825792e-02,1.834396152364022037e-02,1.823010209933101713e-02,1.984801177243742526e-02,1.350583753793762123e-02,1.832952398944671588e-02,2.305182694907623175e-02,1.636834386929309632e-02,1.715406105285191204e-02,1.799647237881938505e-02,1.974905978583482019e-02,1.922419501744639450e-02,1.859054708388585900e-02,1.809985537855744731e-02,1.931111365504975877e-02,1.876051014322813876e-02,1.855292589800473443e-02,1.900913772179426212e-02,1.791543393024567013e-02,1.837003340906292331e-02,1.882172104763248088e-02,1.868759342543424573e-02,1.876646000000006115e-02
